상품ID,상품명,업소명,카테고리,검색키워드(주요원료),관련_증상,신고번호,등록일자,소비기한,성상,섭취량_섭취방법,섭취시주의사항,기능성_내용,신고번호_상세조회URL,데이터출처
P011,아이오웰 스킨 프로바이오틱스 HY7714,(주)서흥헬스케어 2공장,기능성 원료,프로바이오틱스,변비,20180012056119,2026-07-10,제조일로부터 18개월,"고유의 향미가 있고 이미, 이취가 없는 흰 노란색의 내용물을 함유한 하얀색의 경질캡슐","1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.","(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 / (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 / (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","프로바이오틱스 HY7714(제2015-1호) : (국문) (1) 피부 보습에 도움을 줄 수 있음 (2) 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음 (3) 유산균 증식 및 유해균 억제·배변활동 원활·장 건강에 도움을 줄 수 있음, (영문) (1) May help to moisturize (dry) skin (2) May help to maintain skin health from skin damage by UV / 셀레늄 : 유해산소로부터 세포를 보호하는데 필요 / 아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요 / 비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요",https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000270894,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P012,유한m 혈당&프로바이오틱스,(주)뉴팜,기능성 원료,프로바이오틱스,변비,20040017014680,2026-07-10,제조일로부터 24개월,고유의 향미가 있고 이미·이취가 없는 보라빛 하얀색의 분말,"1일 1회, 1회 1포를 직접 또는 물과 함께 섭취하십시오.","- 질환이 있거나 의약품 복용 시 전문가와 상담할 것 / - 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음 / - 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것 / - 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / - 어린이, 임산부 및 수유부는 섭취를 피할 것",[프로바이오틱스] 유산균 증식 및 유해균 억제·배변활동 원활·장 건강에 도움을 줄 수 있음 / [바나바잎 추출물] 식후 혈당상승 억제에 도움을 줄 수 있음,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000271304,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P013,리얼업 간에좋은 밀크씨슬11 실리마린 마스터,주)팜크로스,기능성 원료,밀크씨슬 추출물,간 피로,200400151101285,2026-07-10,제조일로부터 24개월,"고유의 향미가 있고 이미, 이취가 없는 연한황갈색의 장방형 제피정제","1일 1회, 1회 1정을 물과 함께 섭취하십시오","[밀크씨슬추출물] / 어린이, 임산부 및 수유부는 섭취를 피할 것 / 알레르기 반응이 나타나는 경우에는 섭취 중단 / 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의 / 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [비타민B1] 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [비타민B2] 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [판토텐산] 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [비타민B6] 손발 따끔거림, 작열감 또는 저림 등의 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [비오틴] 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [비타민B12] 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","[밀크씨슬추출물] 간 건강에 도움을 줄 수 있음 / [비타민B1] 탄수화물과 에너지 대사에 필요 / [비타민B2] 체내 에너지 생성에 필요 / [나이아신] 체내 에너지 생성에 필요 / [판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 / [비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 / [엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 / [비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 / [비타민B12] 정상적인 엽산 대사에 필요 / [아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요 / [셀레늄] 유해산소로부터 세포를 보호하는데 필요",https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000270149,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P014,간 건강 밀크씨슬,(주)한국씨엔에스팜,기능성 원료,밀크씨슬 추출물,간 피로,200400200073426,2026-07-10,제조일로부터 24개월,고유의 향미가 있고 이미·이취가 없는 흐린 노랑색의 장방형 제피정제,"1일 1회, 1회 1정을 충분한 물과 함께 섭취하십시오.","- 어린이, 임산부 및 수유부는 섭취를 피할 것 / - 알레르기 반응이 나타나는 경우에는 섭취 중단 / - 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의 / - 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / - 손발 따끔거림, 작열감 또는 저림 등의 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","[밀크씨슬추출물] 간 건강에 도움을 줄 수 있음 / [비타민 B1] 탄수화물과 에너지 대사에 필요 / [비타민 B2 / 나이아신] 체내 에너지 생성에 필요 / [비타민 B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 / [비타민 B12] 정상적인 엽산 대사에 필요 / [비오틴 / 판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000270356,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P015,코스빈 밀크씨슬 코엔자임 Q10 (전량수출전용),엘씨엠테크놀러지 주식회사,기능성 원료,코엔자임Q10,피로,202000119121,2026-07-06,제조일로부터24개월,"이미,이취가 없고 고유의 향미가 있는 황갈색의 분말을 함유한 투명한 경질캡슐","1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.","(가) 어린이, 임산부 및 수유부는 섭취를 피할 것 / (나) 알레르기 반응이 나타나는 경우에는 섭취 중단 / (다) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의 / (라) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / (가) 수유부는 섭취를 피할 것 / (나) 항응고제 복용 시 전문가와 상담할 것 / (다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",① 간 건강에 도움을 줄 수 있음 / / ② 항산화･높은 혈압 감소에 도움을 줄 수 있음,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000261978,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P016,마이핏 V 코큐텐 코엔자임Q10,(주)한국씨엔에스팜,기능성 원료,코엔자임Q10,피로,200400200073423,2026-07-03,24개월,고유의 향미가 있고 이미·이취가 없는 주황색의 내용물을 함유한 빨간색의 타원형 연질캡슐,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",수유부는 섭취를 피할 것 / 항응고제 복용 시 전문가와 상담할 것 / 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / 과량 섭취하지 않도록 주의할 것 / 신장질환이 있는 경우 섭취 전 전문가와 상담할 것,"[코엔자임Q10] 항산화･높은 혈압 감소에 도움을 줄 수 있음 / [비타민B1] 탄수화물과 에너지 대사에 필요 / [비타민B2] 체내 에너지 생성에 필요 / [비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 / [비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 / [셀렌] 유해산소로부터 세포를 보호하는데 필요 / [아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요 / [엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 /",https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000260552,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P017,광동관절케어글루코사민맥스,광동헬스바이오(주) 2공장,기능성 원료,글루코사민,관절 통증,200400200142178,2026-07-03,제조일로부터 24개월,"고유의 향미가 있고 이미, 이취가 없으며 점박이가 있는 흰색의 장방형 제피정제","1일 1회, 1회 2정을 물과 함께 섭취하십시오.","[글루코사민] / (가) 임산부 및 수유부는 섭취를 피할 것 / (나) 간·심장질환, 수술 전후, 고혈압, 당뇨 및 천식이 있거나 의약품(항응고제 등) 복용 시 전문가와 상담할 것 / (다) 게 또는 새우에 알레르기가 있는 사람은 섭취에 주의할 것(게 또는 새우를 원재료로 사용한 경우) / (라) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [비타민C] / (가) 과량 섭취하지 않도록 주의할 것 / (나) 신장질환이 있는 경우 섭취 전 전문가와 상담할 것 / (다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [비타민D] / (가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것 / (나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [비타민B6] / (가) 손발 따끔거림, 작열감 또는 저림 등의 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / [비타민B1] / (가) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",[글루코사민] / (가) 관절 및 연골 건강에 도움을 줄 수 있음 / [비타민C] / (가) 결합조직 형성과 기능유지에 필요 / (나) 철의 흡수에 필요 / (다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 / [아연] / (가) 정상적인 면역기능에 필요 / (나) 정상적인 세포분열에 필요 / [비타민D] / (가) 칼슘과 인이 흡수되고 이용되는데 필요 / (나) 뼈의 형성과 유지에 필요 / (다) 골다공증발생 위험 감소에 도움을 줌 / [비타민B6] / (가) 단백질 및 아미노산 이용에 필요 / (나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 / [비타민B1] / (가) 탄수화물과 에너지 대사에 필요,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000260549,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P018,N-아세틸글루코사민,주식회사 상상바이오,기능성 원료,글루코사민,관절 통증,20200016052409,2026-02-02,제조일로부터 24개월까지,"고유의 향미가 있고 이미, 이취가 없는 하양색의 장방형 제피정제","1일 2회, 1회 1정을 충분한 물과 함께 섭취하십시오.","[NAG] ① 어린이, 임산부 및 수유부는 섭취를 피하십시오. ② 게 또는 새우에 알레르기가 있는 사람은 섭취에 주의하십시오. (게 또는 새우를 원재료로 사용한 경우에 한함) ③ 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오.","[NAG] ① 관절 및 연골건강, 피부보습에 도움을 줄 수 있음",https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000045514,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P019,관절 연골 MSM 1500,주식회사 피플리브,기능성 원료,MSM,관절 통증,2025001831029,2026-07-10,제조일로부터 24개월,"고유의 향미가 있고 이미, 이취가 없는 하양색의 장방형 정제","1일 1회, 1회 3정 (1,500mg)을 충분한 물과 함께 섭취","1) 신장질환이 있는 사람은 섭취 전 전문가와 상담하십시오. / 2) 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오. / 3) 특이체질, 알레르기 체질의 경우에는 개인에 따라 과민반응이 나타날 수 있으므로 원료를 확인한 후 섭취하십시오. / 4) 용기 안의 실리카겔(방습제)은 절대 드시지 마십시오. / 5) 소비기한을 확인하시고, 섭취량 및 섭취 방법을 준수하시기 바랍니다.",(1) 관절 및 연골건강에 도움을 줄 수 있음,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000271305,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P020,익수 관절 황진환진액 MSM 2000,농업회사법인(주)케이앤바이오,기능성 원료,MSM,관절 통증,2020000604517,2026-06-26,제조일로부터 24개월,고유의 색택과 향미를 가지며 이미･이취가 없는 갈색의 액상,"1일 1회, 1회 1포(60ml)씩 섭취한다.","1) 신장질환이 있는 사람은 섭취 전 전문가와 상담할 것 / 2) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / 3) 어린이, 임산부 및 수유부는 섭취를 피할 것 / 4) 게 또는 새우에 알레르기가 있는 사람은 섭취에 주의(*게 또는 새우를 원재료로 사용한 경우에 한함)",([엠에스엠(MSM)]관절 및 연골건강에 도움을 줄 수 있음 / [N-아세틸글루코사민(NAG)]관절 및 연골 건강 ･ 피부보습에 도움을 줄 수 있음 / [칼슘]①뼈와 치아 형성에 필요 ②신경과 근육 기능 유지에 필요 ③정상적인 혈액응고에 필요 / ④골다공증 발생 위험 감소에 도움을 줌,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000249558,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P021,홍삼농축액 7A73,(주)휴온스엔,기능성 원료,홍삼,면역력 저하,2017278201641,2026-07-09,제조일로부터 36개월,"고유의 향미가 있고 이미, 이취가 없는 흑갈색의 점도가 있는 액상","건강기능식품, 식품에 적당량 사용한다. (건강기능식품 원료로 사용)",(3) 섭취 시 주의사항 / (가)당뇨치료제 및 혈액항응고제 복용 시 섭취에 주의 / (나)알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음 / (다)이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것,"(1)기능성 내용 : 면역력 증진･피로개선･혈소판 응집억제를 통한 혈액흐름･기억력 개선･항산화에 도움을 줄 수 있음 / (2) 일일섭취량 / (가)면역력 증진･피로개선에 도움을 줄 수 있음 : 진세노사이드 Rg1, Rb1 및 Rg3의 합계로서 3~80 mg / (나)혈소판 응집억제를 통한 혈액흐름･기억력 개선･항산화에 도움을 줄 수 있음 : 진세노사이드 Rg1, Rb1 및 Rg3의 합계로서 2.4~80 mg",https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000268958,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P022,홍삼정 리미티드 스틱,(주)서흥헬스케어,기능성 원료,홍삼,면역력 저하,20130020024557,2026-07-09,제조일로부터 18개월,"고유의 향미가 있고 이미, 이취가 없으며 점도가 있는 갈색 또는 갈흑색의 액상","1일 1회, 1회 1포를 섭취하십시오.",(1) 당뇨치료제 및 혈액항응고제 복용 시 섭취에 주의 / (2) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음 / (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것,홍삼 : (1) 면역력 증진·피로개선에 도움을 줄 수 있음 (2) 혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음 (3) 갱년기 여성의 건강에 도움을 줄 수 있음,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000268562,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P023,마시는 마그네슘 영양제,(주)팜텍코리아,무기질,마그네슘,수면,20040015191241,2026-07-10,18개월,"고유의 향미가 있고 이미, 이취가 없는 노랑색의 액상","1일 1회,1회 1병(33 g)을 섭취 하십시오.",(1) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / / / / (1) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것,"(1) 에너지 이용에 필요 / (2) 신경과 근육 기능 유지에 필요 / / (1) 정상적인 면역기능에 필요 / (2) 정상적인 세포분열에 필요 / / (1) 탄수화물과 에너지 대사에 필요 / / (1) 단백질 및 아미노산 이용에 필요 / (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 / / (1) 체내 에너지 생성에 필요,비타민B1 : 탄수화물과 에너지 대사에 필요 / 비타민B2 : 체내 에너지 생성에 필요 / 비타민B6 : (1) 단백질 및 아미노산 이용에 필요 / (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 / 아연 : (1) 정상적인 면역기능에 필요 / (2) 정상적인 세포분열에 필요 / 마그네슘 : (1) 에너지 이용에 필요 / (2) 신경과 근육 기능 유지에 필요",https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000270183,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P024,안국건강 하이퍼 액상 마그네슘 에너지샷,(주)그린바이오,무기질,마그네슘,수면,20040017030164,2026-07-10,18개월,"고유의 향미가 있고 이미, 이취가 없는 노란색의 액상","1일 1회, 1포(20ml) 씩 섭취하십시오.",(1) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / / (1) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것,(1) 에너지 이용에 필요 / (2) 신경과 근육 기능 유지에 필요 / / (1) 정상적인 면역기능에 필요 / (2) 정상적인 세포분열에 필요 / / (1) 단백질 및 아미노산 이용에 필요 / (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 / / (1) 탄수화물과 에너지 대사에 필요 / / (1) 체내 에너지 생성에 필요,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000271102,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P025,데일리 칼마디&아연,(주)웰레스트,무기질,아연,면역력 저하,20230029284252,2026-07-08,제조일로부터 24개월,"이미, 이취가 없고 고유의 향미가 있는 흰색의 장방형 정제","1일 1회, 1회 2정을 충분한 물과 함께 섭취하십시오.",(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것 / (나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / /,칼슘 (1) 뼈와 치아 형성에 필요 (2) 신경과 근육 기능 유지에 필요 (3) 정상적인 혈액응고에 필요 (4) 골다공증발생 위험 감소에 도움을 줌 / / 마그네슘 (1) 에너지 이용에 필요 (2) 신경과 근육 기능 유지에 필요 / / 비타민D (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌 / / 아연 (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000267086,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P026,셀레늄 아연,코스맥스엔비티(주),무기질,아연,면역력 저하,200700170353233,2026-07-08,제조일로부터 24개월,"고유의 향미가 있고 이미, 이취가 없는 흰 노랑색의 장방형 제피 정제","1일 1회, 1회 1정을 물과 함께 섭취하십시오.",섭취 전 소비기한을 확인 후 섭취하십시오. 또한 소비기한이 경과한 제품은 섭취하지 마십시오. / 섭취량 및 섭취방법을 확인 후 섭취하십시오.,[아연] / 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요 / / [셀레늄(또는 셀렌)] / 유해산소로부터 세포를 보호하는데 필요,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000267621,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P027,마이크로 리포퍼 철분,주식회사 네추럴웨이 포천 제2공장,무기질,철,빈혈,20190004553485,2026-07-10,제조일로부터 18개월,"고유의 향미가 있고 이미, 이취가 없는 어두운 갈회색의 액상","1일 1회, 1회 1병을 흔들어서 섭취하십시오.",(가) 특히 6세 이하는 과량섭취하지 않도록 주의,"[철] 체내 산소운반과 혈액 생성에 필요, 에너지 생성에 필요",https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000270152,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P028,닥터퀼리 리포좀 철분 플러스,콜마비앤에이치(주)세종3공장,무기질,철,빈혈,20240028080586,2026-07-08,제조일로부터 24개월,"고유의 향미가 있고 이미, 이취가 없는 흰노란색의 분말","1일 1회, 1회 1포를 직접 섭취하십시오.","- 특이체질, 알레르기 체질의 경우에는 간혹 개인에 따라 과민반응을 나타낼 수 있으므로 원료를 확인한 후 섭취할 것 / - 손발 따끔거림, 작열감 또는 저림 등의 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / - 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / - 특히 6세 이하는 과량섭취하지 않도록 주의","- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 / - 비타민 B12 : 정상적인 엽산 대사에 필요 / - 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 / - 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요",https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000267639,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
P029,라케어 액상 칼슘(Lacare Liquid Calcium),코스맥스엔비티(주),무기질,칼슘,골다공증,200700170353236,2026-07-09,제조일로부터 18개월,"고유의 향미가 있고 이미, 이취가 없는 연한 갈색 또는 연한 황갈색 액상","1일 1회, 1회 1포(18ml)를 흔들어 섭취하십시오.","[비타민 D] / 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것 / 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / / [비타민 K] / 항응고제 등 복용 시 전문가와 상담할 것 / 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 / / 1. 소비기한을 확인 후 섭취하시기 바라며, 섭취량 및 섭취방법을 준수하시기 바랍니다. / 2. 임산부, 수유부, 특이체질, 알레르기 체질이신 경우 성분을 확인 후 섭취하십시오. / 3. 침전물이 생기는 경우가 있으나 제품의 품질 및 기능에는 이상이 없으니, 섭취 전 충분히 흔들어 섭취 바랍니다. / 4. 제품 개봉 후에는 변질될 수 있으니 가급적 빨리 섭취하시기 바랍니다. / 5. 제품 개봉 및 섭취 시 절단면에 상해를 입을 수 있으니 주의하십시오.",[비타민 D] / 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌 / / [비타민 K] / 정상적인 혈액응고에 필요 / 뼈의 구성에 필요 / / [칼슘] / 뼈와 치아 형성에 필요 / 신경과 근육 기능 유지에 필요 / 정상적인 혈액응고에 필요 / 골다공증발생 위험 감소에 도움을 줌,https://www.foodsafetykorea.go.kr/portal/healthyfoodlife/searchHomeHFDetail.do?prdlstReportLedgNo=2026021000269388,식품안전나라(foodsafetykorea.go.kr) 건강기능식품 검색
